Area_Rain,WORKYEAR,NIDO,DATE,Time0,Time,Event,BroodReduction,HatchAsync,PROPORTIONALRANK
0.018752770539358598,1991,91-743,1991-05-29,1,2,0,0,7,0.672908843
0.061018645168367344,1991,91-743,1991-06-05,2,3,0,1,7,0.672908843
0.043306933980320705,1991,91-743,1991-06-12,3,4,1,0,7,0.672908843
0.043306933980320705,1991,91-743,1991-06-19,4,5,1,0,7,0.672908843
0.04769162813265306,1991,91-743,1991-06-26,5,6,1,0,7,0.672908843
0.04769162813265306,1991,91-743,1991-07-03,6,7,1,0,7,0.672908843
0.04769162813265306,1991,91-743,1991-07-10,7,8,1,0,7,0.672908843
0.04769162813265306,1991,91-743,1991-07-17,8,9,1,0,7,0.672908843
0.04769162813265306,1991,91-743,1991-07-21,9,10,1,1,7,0.672908843
0.3403015880288813,1990,90-103,1990-03-20,1,2,0,0,5,0.142121524
0.18548607580949344,1990,90-103,1990-03-27,2,3,0,1,5,0.142121524
0.18548607580949344,1990,90-103,1990-03-31,3,4,1,1,5,0.142121524
0.49936084122084573,1990,90-183,1990-04-20,1,2,0,0,5,0.358393401
0.4064268799016037,1990,90-183,1990-04-27,2,3,0,0,5,0.358393401
0.4564174407653064,1990,90-183,1990-05-04,3,4,0,0,5,0.358393401
0.47292996820335303,1990,90-183,1990-05-11,4,5,0,0,5,0.358393401
0.4606139337645775,1990,90-183,1990-05-18,5,6,0,0,5,0.358393401
0.4606139337645775,1990,90-183,1990-05-25,6,7,0,1,5,0.358393401
0.1921496698068514,1990,90-183,1990-06-01,7,8,1,0,5,0.358393401
0.0775291125364432,1990,90-183,1990-06-08,8,9,1,0,5,0.358393401
0.09023454246720121,1990,90-183,1990-06-12,9,10,1,1,5,0.358393401
0.3403015880288813,1990,90-106,1990-03-24,1,2,0,0,4,0.177136973
0.18548607580949344,1990,90-106,1990-03-31,2,3,0,0,4,0.177136973
0.45395033976721955,1990,90-106,1990-04-07,3,4,0,0,4,0.177136973
0.5263305564217385,1990,90-106,1990-04-14,4,5,0,0,4,0.177136973
0.49936084122084573,1990,90-106,1990-04-21,5,6,0,1,4,0.177136973
0.4064268799016037,1990,90-106,1990-04-28,6,7,1,0,4,0.177136973
0.4564174407653064,1990,90-106,1990-05-05,7,8,1,0,4,0.177136973
0.47292996820335303,1990,90-106,1990-05-12,8,9,1,0,4,0.177136973
0.4606139337645775,1990,90-106,1990-05-16,9,10,1,1,4,0.177136973
0.0916561580780793,1991,91-009,1991-04-04,1,2,0,0,2,0.232833952
0.0895893015839102,1991,91-009,1991-04-11,2,3,0,0,2,0.232833952
0.07467620750728854,1991,91-009,1991-04-18,3,4,0,0,2,0.232833952
0.07074861920553926,1991,91-009,1991-04-25,4,5,0,0,2,0.232833952
0.07169195634110778,1991,91-009,1991-05-02,5,6,0,0,2,0.232833952
0.07169195634110778,1991,91-009,1991-05-09,6,7,0,0,2,0.232833952
0.07169195634110778,1991,91-009,1991-05-16,7,8,0,0,2,0.232833952
0.07169195634110778,1991,91-009,1991-05-23,8,9,0,0,2,0.232833952
0.07169195634110778,1991,91-009,1991-05-27,9,10,0,0,2,0.232833952
0.12186983055758026,1995,95-082,1995-05-17,1,2,0,0,3,0.202007532
0.085989008899417,1995,95-082,1995-05-24,2,3,0,0,3,0.202007532
0.07501996236516044,1995,95-082,1995-05-31,3,4,0,0,3,0.202007532
0.035301259690233296,1995,95-082,1995-06-07,4,5,0,0,3,0.202007532
2.231380794460643e-4,1995,95-082,1995-06-14,5,6,0,0,3,0.202007532
2.231380794460643e-4,1995,95-082,1995-06-21,6,7,0,0,3,0.202007532
2.231380794460643e-4,1995,95-082,1995-06-28,7,8,0,0,3,0.202007532
0,1995,95-082,1995-07-05,8,9,0,0,3,0.202007532
0,1995,95-082,1995-07-09,9,10,0,0,3,0.202007532
0.45395033976721955,1990,90-256,1990-04-07,1,2,0,1,4,0.309989691
0.5263305564217385,1990,90-256,1990-04-13,2,3,1,1,4,0.309989691
0.07980864298651599,1994,94-1433,1994-06-01,1,2,0,0,4,0.872705042
0.08923497099307577,1994,94-1433,1994-06-08,2,3,0,1,4,0.872705042
0.08923497099307577,1994,94-1433,1994-06-09,3,4,1,1,4,0.872705042
0.07467620750728854,1991,91-459,1991-04-16,1,2,0,0,6,0.348938823
0.07074861920553926,1991,91-459,1991-04-23,2,3,0,0,6,0.348938823
0.07169195634110778,1991,91-459,1991-04-30,3,4,0,0,6,0.348938823
0.07169195634110778,1991,91-459,1991-05-07,4,5,0,0,6,0.348938823
0.07169195634110778,1991,91-459,1991-05-14,5,6,0,0,6,0.348938823
0.07169195634110778,1991,91-459,1991-05-21,6,7,0,0,6,0.348938823
0.018752770539358598,1991,91-459,1991-05-28,7,8,0,0,6,0.348938823
0.061018645168367344,1991,91-459,1991-06-04,8,9,0,0,6,0.348938823
0.061018645168367344,1991,91-459,1991-06-08,9,10,0,0,6,0.348938823
0.0916561580780793,1991,91-102,1991-04-06,1,2,0,0,4,0.232833952
0.0895893015839102,1991,91-102,1991-04-13,2,3,0,0,4,0.232833952
0.07467620750728854,1991,91-102,1991-04-20,3,4,0,0,4,0.232833952
0.07074861920553926,1991,91-102,1991-04-27,4,5,0,0,4,0.232833952
0.07169195634110778,1991,91-102,1991-05-04,5,6,0,0,4,0.232833952
0.07169195634110778,1991,91-102,1991-05-11,6,7,0,0,4,0.232833952
0.07169195634110778,1991,91-102,1991-05-18,7,8,0,0,4,0.232833952
0.07169195634110778,1991,91-102,1991-05-25,8,9,0,0,4,0.232833952
0.018752770539358598,1991,91-102,1991-05-29,9,10,0,0,4,0.232833952
0.0895893015839102,1991,91-373,1991-04-14,1,2,0,0,6,0.325218469
0.07467620750728854,1991,91-373,1991-04-21,2,3,0,1,6,0.325218469
0.07074861920553926,1991,91-373,1991-04-28,3,4,1,0,6,0.325218469
0.07169195634110778,1991,91-373,1991-05-05,4,5,1,0,6,0.325218469
0.07169195634110778,1991,91-373,1991-05-12,5,6,1,0,6,0.325218469
0.07169195634110778,1991,91-373,1991-05-19,6,7,1,0,6,0.325218469
0.07169195634110778,1991,91-373,1991-05-26,7,8,1,0,6,0.325218469
0.018752770539358598,1991,91-373,1991-06-02,8,9,1,0,6,0.325218469
0.061018645168367344,1991,91-373,1991-06-06,9,10,1,1,6,0.325218469
0.0721707512960094,1991,91-083,1991-03-29,1,2,0,0,3,0.10674157
0.0916561580780793,1991,91-083,1991-04-05,2,3,0,0,3,0.10674157
0.0895893015839102,1991,91-083,1991-04-12,3,4,0,0,3,0.10674157
0.07467620750728854,1991,91-083,1991-04-19,4,5,0,0,3,0.10674157
0.07074861920553926,1991,91-083,1991-04-26,5,6,0,0,3,0.10674157
0.07169195634110778,1991,91-083,1991-05-03,6,7,0,0,3,0.10674157
0.07169195634110778,1991,91-083,1991-05-10,7,8,0,0,3,0.10674157
0.07169195634110778,1991,91-083,1991-05-17,8,9,0,0,3,0.10674157
0.07169195634110778,1991,91-083,1991-05-21,9,10,0,0,3,0.10674157
0.18548607580949344,1990,90-146,1990-03-31,1,2,0,0,3,0.268795043
0.45395033976721955,1990,90-146,1990-04-07,2,3,0,0,3,0.268795043
0.5263305564217385,1990,90-146,1990-04-14,3,4,0,0,3,0.268795043
0.49936084122084573,1990,90-146,1990-04-21,4,5,0,0,3,0.268795043
0.4064268799016037,1990,90-146,1990-04-28,5,6,0,0,3,0.268795043
0.4564174407653064,1990,90-146,1990-05-05,6,7,0,0,3,0.268795043
0.47292996820335303,1990,90-146,1990-05-12,7,8,0,0,3,0.268795043
0.4606139337645775,1990,90-146,1990-05-19,8,9,0,0,3,0.268795043
0.4606139337645775,1990,90-146,1990-05-23,9,10,0,0,3,0.268795043
0.3403015880288813,1990,90-035,1990-03-25,1,2,0,0,3,0.216271877
0.18548607580949344,1990,90-035,1990-04-01,2,3,0,0,3,0.216271877
0.45395033976721955,1990,90-035,1990-04-08,3,4,0,0,3,0.216271877
0.5263305564217385,1990,90-035,1990-04-15,4,5,0,1,3,0.216271877
0.49936084122084573,1990,90-035,1990-04-22,5,6,1,0,3,0.216271877
0.4064268799016037,1990,90-035,1990-04-29,6,7,1,0,3,0.216271877
0.4564174407653064,1990,90-035,1990-05-06,7,8,1,0,3,0.216271877
0.47292996820335303,1990,90-035,1990-05-13,8,9,1,0,3,0.216271877
0.4606139337645775,1990,90-035,1990-05-17,9,10,1,1,3,0.216271877
0.3798738250145774,1993,93-491,1993-04-30,1,2,0,0,4,0.447606713
0.3558341737645773,1993,93-491,1993-05-07,2,3,0,0,4,0.447606713
0.2605917292310496,1993,93-491,1993-05-14,3,4,0,0,4,0.447606713
0.07943186595845482,1993,93-491,1993-05-21,4,5,0,0,4,0.447606713
0.0925000918112245,1993,93-491,1993-05-28,5,6,0,0,4,0.447606713
0.07813604909985424,1993,93-491,1993-06-04,6,7,0,0,4,0.447606713
0.08180349528243441,1993,93-491,1993-06-11,7,8,0,0,4,0.447606713
0.09180697536989796,1993,93-491,1993-06-18,8,9,0,0,4,0.447606713
0.09180697536989796,1993,93-491,1993-06-22,9,10,0,0,4,0.447606713
0.0916561580780793,1991,91-339,1991-04-06,1,2,0,0,8,0.165418223
0.0895893015839102,1991,91-339,1991-04-13,2,3,0,0,8,0.165418223
0.07467620750728854,1991,91-339,1991-04-20,3,4,0,0,8,0.165418223
0.07074861920553926,1991,91-339,1991-04-27,4,5,0,0,8,0.165418223
0.07169195634110778,1991,91-339,1991-05-04,5,6,0,0,8,0.165418223
0.07169195634110778,1991,91-339,1991-05-11,6,7,0,0,8,0.165418223
0.07169195634110778,1991,91-339,1991-05-18,7,8,0,0,8,0.165418223
0.07169195634110778,1991,91-339,1991-05-25,8,9,0,0,8,0.165418223
0.018752770539358598,1991,91-339,1991-05-29,9,10,0,0,8,0.165418223
0.3798738250145774,1993,93-543,1993-05-03,1,2,0,0,3,0.534928858
0.3558341737645773,1993,93-543,1993-05-10,2,3,0,0,3,0.534928858
0.2605917292310496,1993,93-543,1993-05-17,3,4,0,1,3,0.534928858
0.2605917292310496,1993,93-543,1993-05-19,4,5,1,1,3,0.534928858
0.07169195634110778,1991,91-461,1991-05-16,1,2,0,0,6,0.552434444
0.07169195634110778,1991,91-461,1991-05-23,2,3,0,1,6,0.552434444
0.018752770539358598,1991,91-461,1991-05-30,3,4,1,0,6,0.552434444
0.018752770539358598,1991,91-461,1991-05-31,4,5,1,1,6,0.552434444
0.0895893015839102,1991,91-046,1991-04-12,1,2,0,0,2,0.348938823
0.07467620750728854,1991,91-046,1991-04-19,2,3,0,0,2,0.348938823
0.07074861920553926,1991,91-046,1991-04-26,3,4,0,0,2,0.348938823
0.07169195634110778,1991,91-046,1991-05-03,4,5,0,0,2,0.348938823
0.07169195634110778,1991,91-046,1991-05-10,5,6,0,0,2,0.348938823
0.07169195634110778,1991,91-046,1991-05-17,6,7,0,0,2,0.348938823
0.07169195634110778,1991,91-046,1991-05-24,7,8,0,0,2,0.348938823
0.018752770539358598,1991,91-046,1991-05-31,8,9,0,0,2,0.348938823
0.061018645168367344,1991,91-046,1991-06-04,9,10,0,0,2,0.348938823
0.2069189673865707,1998,98-272,1998-03-20,1,2,0,0,4,0.424742281
0.224441301278699,1998,98-272,1998-03-27,2,3,0,0,4,0.424742281
0.20913739081951532,1998,98-272,1998-04-03,3,4,0,1,4,0.424742281
0.1929655878712645,1998,98-272,1998-04-10,4,5,1,0,4,0.424742281
0.18865027946428564,1998,98-272,1998-04-17,5,6,1,0,4,0.424742281
0.18865027946428564,1998,98-272,1998-04-24,6,7,1,0,4,0.424742281
0.18835986381559758,1998,98-272,1998-05-01,7,8,1,0,4,0.424742281
0.17473478811953344,1998,98-272,1998-05-08,8,9,1,0,4,0.424742281
0.17473478811953344,1998,98-272,1998-05-12,9,10,1,1,4,0.424742281
0.12186983055758026,1995,95-145,1995-05-17,1,2,0,0,3,0.202007532
0.085989008899417,1995,95-145,1995-05-24,2,3,0,0,3,0.202007532
0.07501996236516044,1995,95-145,1995-05-31,3,4,0,0,3,0.202007532
0.035301259690233296,1995,95-145,1995-06-07,4,5,0,0,3,0.202007532
2.231380794460643e-4,1995,95-145,1995-06-14,5,6,0,0,3,0.202007532
2.231380794460643e-4,1995,95-145,1995-06-21,6,7,0,0,3,0.202007532
2.231380794460643e-4,1995,95-145,1995-06-28,7,8,0,0,3,0.202007532
0,1995,95-145,1995-07-05,8,9,0,0,3,0.202007532
0,1995,95-145,1995-07-09,9,10,0,0,3,0.202007532
0.11476625037172009,1994,94-1047,1994-05-12,1,2,0,0,3,0.589351296
0.11503163307397957,1994,94-1047,1994-05-19,2,3,0,0,3,0.589351296
0.09742013803024778,1994,94-1047,1994-05-26,3,4,0,0,3,0.589351296
0.07980864298651599,1994,94-1047,1994-06-02,4,5,0,0,3,0.589351296
0.08923497099307577,1994,94-1047,1994-06-09,5,6,0,0,3,0.589351296
0.0746464549799562,1994,94-1047,1994-06-16,6,7,0,0,3,0.589351296
0.0814860874362244,1994,94-1047,1994-06-23,7,8,0,0,3,0.589351296
0.0805247878516763,1994,94-1047,1994-06-30,8,9,0,0,3,0.589351296
0.03815055228316327,1994,94-1047,1994-07-04,9,10,0,0,3,0.589351296
0.4176743379300293,1993,93-156,1993-04-18,1,2,0,0,3,0.392626137
0.37975806936588935,1993,93-156,1993-04-25,2,3,0,0,3,0.392626137
0.3798738250145774,1993,93-156,1993-05-02,3,4,0,0,3,0.392626137
0.3558341737645773,1993,93-156,1993-05-09,4,5,0,0,3,0.392626137
0.2605917292310496,1993,93-156,1993-05-16,5,6,0,0,3,0.392626137
0.07943186595845482,1993,93-156,1993-05-23,6,7,0,0,3,0.392626137
0.0925000918112245,1993,93-156,1993-05-30,7,8,0,0,3,0.392626137
0.07813604909985424,1993,93-156,1993-06-06,8,9,0,0,3,0.392626137
0.07813604909985424,1993,93-156,1993-06-10,9,10,0,0,3,0.392626137
0.2133321502760569,1994,94-933,1994-03-31,1,2,0,0,7,0.282741725
0.21928579524690237,1994,94-933,1994-04-07,2,3,0,0,7,0.282741725
0.21705493533436593,1994,94-933,1994-04-14,3,4,0,0,7,0.282741725
0.15623857237609348,1994,94-933,1994-04-21,4,5,0,0,7,0.282741725
